,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1,1.0,-0.0033841694439644856,-0.0009158987789435673,0.005126674393891547,0.39495923510331477,0.001844489302933043,-0.0008244754336087693,-0.32388106383086596,-0.30053423493575165,-0.0073354452955748765,-0.11590787675315073,0.5038402972135418,0.007503301385985405,-0.00154782519659924,-0.16993775940488895,0.0041390908336568985,-0.005083968940646334,-0.0020238437938875087,0.0020739086815324405,0.05692260902572584,-0.11590787675315073,0.13874925769670524,0.005334003310706073,0.00023676837835141627,-0.30053423493575165,0.0032325508798335184,-0.32388106383086596,0.009937707722224886,0.006127951492379319,-0.49093183648804045,0.0016545558563568058,0.0006767905227409042,-0.0017659988684451276,0.002197132788805437,-0.0015823278594707905,-0.0002939464736509554,0.5038402972135418,-0.13545528739621127,0.00644472681568707,-0.008142760458511755,-0.15970593722172646,-0.13545528739621127,0.0017003605447467563,0.39495923510331477,-0.284033724327409,-0.00033505739346307954,0.0021303721552166743,0.003681706393528198,-0.43286150541572677
2,-0.0033841694439644856,1.0,0.003713859284295281,0.004378733309907642,0.004078255015343962,0.0023476758472416735,0.004451169967409467,-0.0044820151832178565,0.009945896454514313,0.0029399102953264087,-0.0016038070511086302,-0.012277166857920595,-2.3075759335123606e-05,-0.0009303330323492387,-0.006374914480457585,-0.0025961261636428326,-0.0024330133607606908,-0.0006292199552410502,0.0011965869400521849,0.00714860255459298,-0.0016038070511086302,0.0036562732041958393,0.003978446085262362,0.0038373783193624642,0.009945896454514313,-0.0016621162467936152,-0.0044820151832178565,-0.0018199032607981145,-0.0017699802996688659,0.000794163781143927,0.003606955266868234,0.0008767931278630309,-0.0028923341610339807,0.00033092976008183866,0.004109968258804398,-0.003056585715413848,-0.012277166857920595,-0.002606583144264251,0.002384738465829322,0.002320288101710066,0.0036335623417677204,-0.002606583144264251,-0.003523785601911319,0.004078255015343962,-6.181857047461949e-05,-0.0034802747333635285,-0.002025131574314247,0.0015427284203340444,0.01453758972686165
3,-0.0009158987789435673,0.003713859284295281,1.0,-0.0018886793627048788,0.0049728904149182905,0.0025344415489787944,-0.0042692378033291935,-0.000350497277009526,0.003950397702198557,-0.0030480147447609364,0.0111096186240399,-0.005839293300855182,-0.0014102815707520298,0.003489676152662243,-0.003790961042874081,-0.001103116388787903,-0.002929541000788797,-0.004621659867256606,-0.0050930418414598,0.0007608239459633281,0.0111096186240399,-0.005237688366505111,-0.00036707619953706925,-0.000401002466831104,0.003950397702198557,-0.002352211837770995,-0.000350497277009526,-0.005272759576273468,-0.0015014506057686675,0.0029419491428247947,-0.0005685364160133214,-0.0011410813946657705,0.0006428933788527734,-0.008957684784143894,-0.0005982121768899015,-0.0008056127028239677,-0.005839293300855182,0.005637377026951977,-0.0013895946337295116,-0.002878929933428154,-0.004412040569387061,0.005637377026951977,-0.0009488053754329648,0.0049728904149182905,-0.00025049515485314506,-0.00017551614360339214,0.0020190602698031256,0.0022430749981495884,-0.0020460307147968167
4,0.005126674393891547,0.004378733309907642,-0.0018886793627048788,1.0,-0.004177828584069064,-0.006351710818767498,-0.0015301023090495058,-0.0019268700186507596,-9.101678513157485e-05,0.005534599658407944,0.0005539820043650638,0.008135634995080186,-0.00012405398729332693,0.008265672167249022,-0.0017188373619124193,0.003193241551215178,-0.00030563064245656325,0.008772792766860667,-0.0004289131406700824,-0.009192683244599837,0.0005539820043650638,-0.0028610618231471514,-8.587530344459213e-05,0.005921728652214957,-9.101678513157485e-05,-0.00230557876521311,-0.0019268700186507596,0.0037507626241015013,-0.00043560236993613847,-0.0057722137409652345,-0.00345027495699285,-0.0033488862708201603,-0.005301266635836539,-0.003128103826679036,-0.0004340765345489729,-0.003607208223934276,0.008135634995080186,-0.0033266626637046843,0.007115807174177286,-0.0010229448807116816,-0.008010400405479637,-0.0033266626637046843,-0.0027683751256428347,-0.004177828584069064,-0.00482955032840471,0.002803352821733429,0.005875550563267662,-0.00372353370301162,-0.006376177033921356
5,0.39495923510331477,0.004078255015343962,0.0049728904149182905,-0.004177828584069064,1.0,-0.003838805953240019,-0.002841036213199456,0.016675071551988312,-0.03148740139022248,-0.007687671308603002,0.03729097712948676,-0.1718361124124042,0.001403697386584911,-0.013944657980695137,-0.015677721507549137,0.0023865575831155616,6.0700635954705616e-05,-0.010213020353713773,0.00032011228077652605,-0.1561082975861785,0.03729097712948676,-0.3982976822386533,0.0001707808640071146,-0.0023582076355779455,-0.03148740139022248,-0.006362703586885165,0.016675071551988312,0.007533703256306719,0.003034701992443145,0.01014087027801712,0.00654835493261141,0.0043260662250550405,0.005332833712047178,-0.002851539137183629,-0.0031295345532256777,0.007629873581328417,-0.1718361124124042,-0.005256493898754834,0.0100146677822462,-0.01486320303805289,0.0014754412409031684,-0.005256493898754834,0.0018567130204498298,1.0,0.03114912080916637,0.002170999416568243,0.0027173990375448497,0.0025598472189916678,0.128790525156439
6,0.001844489302933043,0.0023476758472416735,0.0025344415489787944,-0.006351710818767498,-0.003838805953240019,1.0,-0.001291706008089036,-0.0006133910953734726,-0.0031322666914624345,0.0011898110865243801,-0.0007850628639761882,0.003896456394554541,-0.0014001970729922474,0.007921053359664603,0.0011104955815521783,-0.00599562025384054,0.004299998218303535,-0.003387943899403089,0.004968446774052204,0.004413887200640051,-0.0007850628639761882,0.00822645310441563,0.002984658593171544,0.0007048227037554943,-0.0031322666914624345,0.006375075374313332,-0.0006133910953734726,0.010767928379423038,0.004636557559066186,-0.0060439257788584685,0.0004248218933965957,0.0012486112503953138,0.0016397265930671516,0.004682479979686074,-0.0029895938408998576,0.007389095572262527,0.003896456394554541,0.0019688360440105065,-0.0028619395221494742,-0.005500927683348523,0.0009584738975111865,0.0019688360440105065,9.296125163194042e-05,-0.0038388059532400176,-0.0008127330991992792,0.0050753849437947035,-0.0010925861041666302,-0.010125896805191275,0.000798220877874964
7,-0.0008244754336087693,0.004451169967409467,-0.0042692378033291935,-0.0015301023090495058,-0.002841036213199456,-0.001291706008089036,1.0,-0.0032984083403439658,0.0034201228506731108,0.0007944939699365622,0.004165861392219401,-0.002459765098857897,-0.0007049350791628249,0.0007866002380068071,-0.006763574484477737,-0.007924910306373274,0.004706484458974461,-0.0034862317707222753,0.007173699922760066,-0.006944242652189659,0.004165861392219401,-0.006314984396495541,0.008303639324281548,-0.003972360567477091,0.0034201228506731108,0.0024766751907567015,-0.0032984083403439658,-0.0006584288609130119,-0.003910157800743296,0.004014774905699811,-0.002580363824703784,0.001061705849548557,-0.0048714316524007826,0.0060511339832635,0.0006120031985648348,-3.6578224691277656e-05,-0.002459765098857897,-0.0023392942837843923,-0.002169110713198451,-0.006688033738181416,-0.0080901379122071,-0.0023392942837843923,0.0024901478998274637,-0.0028410362131994623,-0.0043324517337964726,0.008849065814667222,-0.005291670505164345,-0.013873214940412259,-0.0008220819812296466
8,-0.32388106383086596,-0.0044820151832178565,-0.000350497277009526,-0.0019268700186507596,0.016675071551988312,-0.0006133910953734726,-0.0032984083403439658,1.0,-0.040057517411566435,-0.0040541012041224135,-0.0898975435456809,0.2917677240073753,-0.005632689581959798,-0.0020402184403043497,-0.023305833137648047,-0.0021451933602244706,-0.003917207214838478,0.0011185459074626973,0.009339665244267688,-0.04414167523912093,-0.0898975435456809,-0.10629096952822481,0.0005152887697185127,-0.004173082050404228,-0.040057517411566435,0.0053434045675049635,1.0,0.0015807372150161091,-0.004073021852626425,0.027401033908946194,0.0003269663258160495,-0.0029977861566896098,0.005315575596081486,0.001153595892131908,-0.00856638091519182,0.003138539149315491,0.2917677240073753,-0.004936226307294938,-0.00417276970483062,0.004826028132656719,-0.04684582323669815,-0.004936226307294938,-0.0038258404526011515,0.016675071551988312,-0.04239018073924961,7.56063780596739e-05,0.0006797970468659433,-0.0016891369790577376,0.09390166580386206
9,-0.30053423493575165,0.009945896454514313,0.003950397702198557,-9.101678513157485e-05,-0.03148740139022248,-0.0031322666914624345,0.0034201228506731108,-0.040057517411566435,1.0,-0.0066305470076926075,-0.19903800605890118,-0.35507022551719974,-0.006021435467511096,0.00044204157447490304,-0.01879707131579912,-0.003422398706421785,0.0032193854712972087,0.009514240325522824,0.006891116423421003,0.16175679668471193,-0.19903800605890118,-0.2711830037327645,-0.0021417425104854264,-0.0048572642185764426,1.0,-0.005043600864135103,-0.04005751741156645,-0.0029342144002058534,-0.0007305475054205007,0.06716940816113917,0.0028643399838378073,6.848602238648776e-05,-0.004836656145867253,0.000675400559797562,0.001577283972382076,0.0020584033970723332,-0.35507022551719974,-0.14476557477904622,0.0006938091692460707,0.009622188956652405,0.38674653640125106,-0.14476557477904622,-0.0008330276736059033,-0.031487401390222464,0.17380646098277583,0.0018683925358067056,0.0030397185232438773,0.002040066141746114,-0.12772384458996314
10,-0.0073354452955748765,0.0029399102953264087,-0.0030480147447609364,0.005534599658407944,-0.007687671308603002,0.0011898110865243801,0.0007944939699365622,-0.0040541012041224135,-0.0066305470076926075,1.0,0.0032943743984663685,0.0002748767201352892,0.0021331767862390804,-0.009646311117751744,0.008206137653734097,-0.003768581255305236,0.0041318160323258035,-0.009037206812835472,0.004965589890594837,-0.005960902246645601,0.0032943743984663685,0.0005343388544453091,0.002080399652218736,0.001071224321494751,-0.006630547007692605,0.004109840045313034,-0.004054101204122414,0.0020838557063082696,0.0009075339483337546,0.0032359207556823333,0.001974083762179185,0.0015630428113054533,0.0026601628461061723,0.0014905923508184576,0.00235280138490618,-0.0025214154610297412,0.0002748767201352892,0.0010691413365910788,0.0014193623933254735,0.0022836225957611456,-0.004784483341593,0.0010691413365910788,-0.0024956541757410336,-0.007687671308602999,-0.0027194175971448653,-0.004945696138638,0.004602303827875785,-0.002737650740675667,0.005939811614427443
